gene	disease	disease_code	nsnp	PP_H0	PP_H1	PP_H2	PP_H3	PP_H4
SORT1	Coronary atherosclerosis	I9_CORATHER	4744	3.0697630568681716e-39	1.1524358674732186e-21	2.663717039282023e-18	1.0	7.858749556378397e-19
PHOSPHO1	Atopic dermatitis	L12_ATOPIC	4699	3.802875283194375e-102	4.679774884302297e-21	8.126192770405755e-82	1.0	7.077911172824401e-19
TACC3	Arthrosis	M13_ARTHROSIS	5504	0.0	1.3284914076947222e-24	0.0	1.0	4.412399429946304e-19
SORT1	Coronary revascularization (ANGIO or CABG)	I9_REVASC	4744	2.0128931848102427e-39	7.55670799535373e-22	2.663717039282042e-18	1.0	2.35899084090847e-19
TACC3	Artrosis, including avohilmo	M13_ARTHROSIS_INCLAVO	5504	0.0	4.945408507234558e-23	0.0	1.0	1.2574945177232952e-19
SORT1	Metabolic disorders	E4_METABOLIA	4744	1.9201420191268235e-47	7.208532831009322e-30	2.6637071150828653e-18	1.0	4.0869457484033163e-20
SORT1	Pure hypercholesterolaemia	E4_HYPERCHOL	4744	2.14282866510111e-52	8.044535575880753e-35	2.663707115082903e-18	1.0	3.9523565996733746e-20
SORT1	Disorders of lipoprotein metabolism and other lipidaemias	E4_LIPOPROT	4744	1.9829935348936228e-68	7.444487885568102e-51	2.663707115082903e-18	1.0	3.915254324925358e-20
SORT1	Statin medication	RX_STATIN	4744	2.6050628912535535e-185	9.780101093216746e-168	2.6636359547042077e-18	1.0	3.8207195348065095e-20
IL4	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	4756	3.93147299674687e-80	8.313574244118314e-31	4.728980437659901e-50	1.0	1.5172122994625424e-20
TACC3	Gonarthrosis	M13_ARTHROSIS_KNEE	5504	0.0	1.8101114423886678e-28	0.0	1.0	6.623920667249479e-21
PROCR	Arthropathies	M13_ARTHROPATHIES	3584	3.2746343719989716e-62	4.752364829213067e-21	6.890536584796045e-42	1.0	1.5976476302899485e-21
IL24	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	K11_UC_STRICT2	3432	4.244595945995057e-80	1.848195006887317e-25	2.2966169317509612e-55	1.0	2.7351782648544213e-22
LYPD3	Other degenerative diseases of the nervous system	NEURODEGOTH	5946	3.874548298306453e-55	6.444890182206638e-30	6.011814303684238e-26	1.0	7.256167605643012e-23
MAP1LC3A	Actinic keratosis	L12_ACTINKERA	3357	0.0	8.672904432229336e-25	0.0	1.0	4.6521742598045724e-23
IL18R1	Atopic dermatitis	L12_ATOPIC	5074	0.0	2.584892395172021e-31	0.0	1.0	1.756705050773579e-23
IL4	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	4756	2.426501148024857e-83	5.131129595506621e-34	4.7289804376598335e-50	1.0	2.7390936599380294e-24
NPDC1	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	KELA_DIAB_INSUL_EXMORE	5042	5.849032383571175e-214	1.8515243560023128e-26	3.1590361555923644e-188	1.0	2.128147412701745e-24
IL4	Chronic lower respiratory diseases	J10_LOWCHRON	4756	5.054778823071941e-87	1.068991978647798e-37	4.728547008805268e-50	1.0	1.3673031992599795e-24
CD274	Chronic lower respiratory diseases	J10_LOWCHRON	5750	1.8654112118513303e-119	1.476385314026951e-28	1.2634988943118304e-91	1.0	1.2440904160208828e-25
LYPD3	Dementia in Alzheimer disease	F5_ALZHDEMENT	5946	1.328077439918876e-61	2.208290484221543e-36	6.014052269880894e-26	1.0	5.779704830934317e-26
NPDC1	Type 2 diabetes, definitions combined	T2D	5042	7.679868366651905e-218	2.4303905781297e-30	3.1599317557268875e-188	1.0	1.8605153427240207e-26
LYPD3	Dementia	F5_DEMENTIA	5946	2.590023698813508e-97	4.306619867247744e-72	6.014052269880979e-26	1.0	3.630477406140191e-27
LYPD3	Unspecific neurodegenerative disorder	G6_NEURODEGENERATIVE	5946	4.4425065882337006e-97	7.387113226718955e-72	6.013860153334893e-26	1.0	3.621716141117652e-27
LYPD3	Dementia, including avohilmo	F5_DEMENTIA_INCLAVO	5946	1.4415515886613162e-99	2.397025729670577e-74	6.01391787671561e-26	1.0	3.619467357084424e-27
LYPD3	Any dementia (more control exclusions)	KRA_PSY_DEMENTIA_EXMORE	5946	3.510292745193453e-91	5.837384443230999e-66	6.013468496603938e-26	1.0	3.612141138011433e-27
LYPD3	Alzheimer’s disease, wide definition	G6_AD_WIDE	5946	2.25993617379187e-76	3.7581471053576245e-51	6.013431913216221e-26	1.0	3.598003960133139e-27
LYPD3	Alzheimer disease	G6_ALZHEIMER	5946	2.6354401644894665e-88	4.3825886499429987e-63	6.013432642198393e-26	1.0	3.594195746846754e-27
LYPD3	Alzheimer’s disease (Late onset) (more control exclusions)	AD_LO_EXMORE	5946	2.674273573672729e-68	4.4488451280185364e-43	6.011163564292963e-26	1.0	3.576605845652743e-27
PROCR	Other joint disorders	M13_OTHERJOINT	3584	4.707502712599707e-69	6.83183762928846e-28	6.890536584795848e-42	1.0	3.392171743228441e-27
TACC3	Gonarthrosis, primary, with knee surgery	M13_ARTHROSIS_KNEE_PRIM_KNEESURG	5504	0.0	2.513136431560945e-35	0.0	1.0	1.4036718530226186e-28
IL4	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	4756	9.504199984369908e-92	2.0099620383749005e-42	4.728547008805268e-50	1.0	1.2006033208543504e-29
TSPAN15	Venous thromboembolism	I9_VTE	6658	2.2632576547223666e-163	7.196556886002899e-37	3.1449173411304654e-127	1.0	6.584747121739462e-30
CD274	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	5750	4.985949597097014e-124	3.946144804354966e-33	1.2634988943118304e-91	1.0	1.0435458250753456e-30
TEX101	Dementia in Alzheimer disease	F5_ALZHDEMENT	5764	1.5156147174344152e-156	1.38010962939995e-35	1.0981842928617884e-121	1.0	5.794055710979616e-33
PROCR	Hallux valgus (acquired)	M13_HALLUXVALGUS	3584	6.479738069153756e-89	9.403822168873567e-48	6.89053658479575e-42	1.0	5.0470160606224485e-33
MAPRE3	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	3821	7.923164340428746e-108	7.657501376695288e-35	1.0346931656508706e-73	1.0	2.2534761676038384e-33
SELP	Other and unspecified coagulation defects	D3_COAGDEFNAS	6419	0.0	0.0	1.5294738712604204e-35	1.0	4.56371572745525e-37
MEGF9	Amyloidosis, other/unspecified	E4_AMYLNAS	4164	0.0	9.957822473017233e-43	0.0	1.0	4.480497191447518e-38
TEX101	Alzheimer’s disease (Late onset) (more control exclusions)	AD_LO_EXMORE	5764	2.7734012422378497e-162	2.5267259131122385e-41	1.0976264690385895e-121	1.0	2.2163063360771155e-39
TEX101	Alzheimer’s disease, wide definition	G6_AD_WIDE	5764	1.9037112059479398e-168	1.7344869118252874e-47	1.0975644687595026e-121	1.0	5.441429119862999e-43
ADAM15	Atrial fibrillation and flutter	I9_AF	3268	0.0	6.231220385155302e-46	0.0	1.0	1.983331869769996e-43
MAPRE3	Hypertension, essential	I9_HYPTENSESS	3821	5.4004922787728565e-120	5.219173450621576e-47	1.0347409086642892e-73	1.0	5.575779429186069e-44
PVR	Statin medication	RX_STATIN	5757	0.0	0.0	1.520147901514708e-43	1.0	4.2911735787043796e-45
MAPRE3	Hypertension	I9_HYPTENS	3821	4.222155096322016e-122	4.080398349932959e-49	1.0347409086642892e-73	1.0	1.2284103307296087e-45
PVR	Dementia	F5_DEMENTIA	5757	0.0	0.0	1.5124917448897407e-43	1.0	1.1448751386226948e-45
PVR	Dementia in Alzheimer disease	F5_ALZHDEMENT	5757	0.0	0.0	1.5124917448897407e-43	1.0	1.144875138622174e-45
PVR	Dementia, including avohilmo	F5_DEMENTIA_INCLAVO	5757	0.0	0.0	1.5116396165543554e-43	1.0	1.1439933124713705e-45
PVR	Any dementia (more control exclusions)	KRA_PSY_DEMENTIA_EXMORE	5757	0.0	0.0	1.5081504909047033e-43	1.0	1.1434075507475837e-45
PVR	Unspecific neurodegenerative disorder	G6_NEURODEGENERATIVE	5757	0.0	0.0	1.5108240290920936e-43	1.0	1.1425455794398446e-45
PVR	Alzheimer’s disease (Late onset) (more control exclusions)	AD_LO_EXMORE	5757	0.0	0.0	1.510607820309955e-43	1.0	1.1391218804651412e-45
PVR	Alzheimer disease	G6_ALZHEIMER	5757	0.0	0.0	1.5096003255070555e-43	1.0	1.138492283904616e-45
MAP1LC3A	Hallux valgus (acquired)	M13_HALLUXVALGUS	3357	0.0	9.403822168873299e-48	0.0	1.0	1.0957540176943322e-45
PINLYP	Statin medication	RX_STATIN	6111	5.499644394440465e-122	5.371662014351933e-76	1.0238254714735278e-46	1.0	8.576566256438581e-48
SLC16A1	Hypertension	I9_HYPTENS	4394	1.6018507406282483e-101	1.681553170911324e-54	9.5260189706646e-48	1.0	7.215970130861855e-50
TEX101	Alzheimer disease	G6_ALZHEIMER	5764	5.006417522754797e-181	4.5611164678192467e-60	1.097629836483535e-121	1.0	3.597094493909054e-54
TEX101	Any dementia (more control exclusions)	KRA_PSY_DEMENTIA_EXMORE	5764	3.974959362079179e-184	3.618844933989415e-63	1.0984055505515079e-121	1.0	4.102951727213389e-59
TEX101	Unspecific neurodegenerative disorder	G6_NEURODEGENERATIVE	5764	3.5028767629767406e-189	3.1904111326702784e-68	1.0979389857021147e-121	1.0	1.406166564771647e-62
TEX101	Dementia	F5_DEMENTIA	5764	1.7262724666847203e-189	1.57193330655466e-68	1.0981842928617884e-121	1.0	2.1532171477020964e-63
TEX101	Dementia, including avohilmo	F5_DEMENTIA_INCLAVO	5764	1.3791606506529167e-190	1.255837214308064e-69	1.0982001766946546e-121	1.0	1.2221759777681998e-63
SPP1	Gout, unspecified	GOUT_NOS	5397	0.0	3.936580778025288e-69	0.0	1.0	1.202765664467656e-64
FGFR2	Malignant neoplasm of breast, ER-positive, excluding all cancers (controls excluding all cancers)	C3_BREAST_ERPLUS_EXALLC	6860	0.0	1.4795130239621791e-75	0.0	1.0	6.946035359811529e-73
ATP1B1	Hereditary deficiency of other clotting factors	D3_HEREDOTHCLOFACTORS	6536	0.0	7.226298001389361e-82	0.0	1.0	3.793038393764847e-78
SPP1	Gout, strict definition	GOUT_STRICT	5397	0.0	3.760844745275378e-87	0.0	1.0	5.0795069974807636e-83
SPP1	Gout	M13_GOUT	5397	0.0	2.35831688245273e-101	0.0	1.0	3.6066329944072685e-95
PDCD1LG2	Polycythaemia vera	POLYCYTVERA	5252	2.7099603427775586e-196	9.273454388588436e-100	2.922277103246888e-97	1.0	7.277331251223115e-97
PDCD1LG2	Myeloproliferative diseases (CML excluded)	MYELOPROF_NONCML	5252	2.3276263945546164e-196	7.971403042245754e-100	2.919970778317167e-97	1.0	3.5727293849100633e-97
AMIGO1	Statin medication	RX_STATIN	4996	0.0	9.780101093217859e-168	4.612234648306177e-189	1.0	1.418833149639916e-156
GSTM4	Statin medication	RX_STATIN	5067	0.0	9.780101093215635e-168	0.0	1.0	1.968042950833623e-161
ATP1B1	Coagulation defects, purpura and other haemorrhagic conditions	D3_COAGDEF_PURPUR_HAEMORRHAGIC	6536	0.0	8.193977549058425e-234	0.0	1.0	8.77575103353955e-227
XCL1	Other coagulation defects	D3_COAGOTHER	6015	0.0	0.0	0.0	1.0	0.0
ATP1B1	Other and unspecified coagulation defects	D3_COAGDEFNAS	6536	0.0	0.0	0.0	1.0	0.0
ATP1B1	Other coagulation defects	D3_COAGOTHER	6536	0.0	0.0	0.0	1.0	0.0
XCL1	Other and unspecified coagulation defects	D3_COAGDEFNAS	6015	0.0	0.0	0.0	1.0	0.0
