Rank	Disease	Category	Protein	Gene	Protein_class	Immune_class	Plasma_detectability	PIRS_coefficient	PIRS_direction	CV_stability	Sensitivity_contrib	Specificity_contrib	AUROC_contrib	MR_OR	MR_FDR	MR_support	Coloc_PP_H4	Coloc_support	pQTL_support	Protein_level_causal	Replication	Known_drug_status	Druggability	Novelty_score_PINS	Novelty_tier	Novelty_tier_label	Causal_predictive_concordance	Therapeutic_direction	Biomarker_or_target	Best_figure_panel	Best_validation_experiment	Final_recommendation
106	Coronary heart disease	Cardiovascular	Tyrosine-protein kinase Fes/Fps	FES	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.89	1.59e-06	yes	0.033	no	no	no	not tested	not an approved target	Uncertain	1.693	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
107	Type 2 diabetes	Metabolic	Caspase-3	CASP3	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.085	2.47e-03	yes	0.0	no	no	no	not tested	not an approved target	Moderate	1.688	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
108	Atrial fibrillation	Cardiovascular	Transforming growth factor beta-2 proprotein	TGFB2	Cancer-related genes, Disease related genes, Human disease related genes, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.853	1.00e-02	yes	0.442	no	no	no	not tested	not an approved target	Low-moderate	1.675	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
109	Venous thromboembolism	Cardiovascular	Plasma protease C1 inhibitor	SERPING1	Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.137	2.15e-02	yes	0.001	no	no	no	not tested	not an approved target	Low-moderate	1.668	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
110	Hypertension	Cardiovascular	Transmembrane protein 106A	TMEM106A	Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.113	1.56e-02	yes	0.459	no	no	no	not tested	not an approved target	Low-moderate	1.653	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
111	Obesity	Metabolic	Microtubule-associated protein RP/EB family member 3	MAPRE3	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.768	6.82e-04	yes	0.005	no	no	no	not tested	not an approved target	Uncertain	1.638	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
112	Atrial fibrillation	Cardiovascular	Cyclin-dependent kinase inhibitor 1	CDKN1A	Cancer-related genes, Human disease related genes, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.332	2.15e-06	yes	NA	no	no	no	not tested	not an approved target	Uncertain	1.634	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
113	Type 2 diabetes	Metabolic	Tyrosine-protein kinase Mer	MERTK	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.044	4.66e-02	yes	0.011	no	no	no	not tested	not an approved target	Low-moderate	1.611	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
114	Sarcoidosis	Autoimmune	Annexin A11	ANXA11	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.725	9.65e-04	yes	0.0	no	no	no	not covered	not an approved target	Uncertain	1.603	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
115	Alzheimer's disease	Neuro/Aging	Poliovirus receptor	PVR	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.613	8.68e-03	yes	0.0	no	no	no	not tested	not an approved target	Moderate	1.579	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
116	Dementia	Neuro/Aging	Ephrin type-B receptor 4	EPHB4	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.068	2.75e-02	yes	0.432	no	no	no	not tested	not an approved target	Low-moderate	1.577	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
117	Type 2 diabetes	Metabolic	Protein EVI2B	EVI2B	CD markers, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.774	5.28e-04	yes	0.077	no	no	no	not tested	not an approved target	Low-moderate	1.566	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
118	Type 2 diabetes	Metabolic	Latent-transforming growth factor beta-binding protein 3	LTBP3	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.076	1.02e-02	yes	0.328	no	no	no	not tested	not an approved target	Low-moderate	1.56	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
119	Hypertension	Cardiovascular	Probable JmjC domain-containing histone demethylation protein 2C	JMJD1C	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.667	5.18e-05	yes	0.189	no	no	no	not tested	not an approved target	Uncertain	1.546	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
120	Sarcoidosis	Autoimmune	Parvalbumin alpha	PVALB	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.882	4.33e-02	yes	0.774	no	no	no	not tested	not an approved target	Uncertain	1.546	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
121	Ankylosing spondylitis	Autoimmune	Ras-related protein Rab-44	RAB44	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.812	1.97e-03	yes	NA	no	no	no	not covered	not an approved target	Uncertain	1.541	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
122	Coronary heart disease	Cardiovascular	Prosaposin	PSAP	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.817	3.37e-02	yes	0.745	no	no	no	not tested	not an approved target	Uncertain	1.54	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
123	Psoriasis	Autoimmune	Sorting nexin-2	SNX2	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.613	3.15e-02	yes	0.707	no	no	no	not tested	not an approved target	Uncertain	1.508	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
124	Type 2 diabetes	Metabolic	Myeloperoxidase	MPO	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.075	4.33e-02	yes	0.229	no	no	no	not tested	not an approved target	Uncertain	1.502	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
125	Hypertension	Cardiovascular	Interleukin-1 receptor antagonist protein	IL1RN	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.831	5.54e-03	yes	0.178	no	no	no	not tested	not an approved target	Low-moderate	1.463	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
126	Rheumatoid arthritis	Autoimmune	Protein kinase C theta type	PRKCQ	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.335	4.32e-02	yes	0.0	no	no	no	not tested	not an approved target	Moderate	1.44	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
127	Atrial fibrillation	Cardiovascular	Disintegrin and metalloproteinase domain-containing protein 15	ADAM15	Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.93	9.65e-04	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.436	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
128	Hypertension	Cardiovascular	Monocarboxylate transporter 1	SLC16A1	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.828	1.05e-03	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.429	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
129	Heart failure	Cardiovascular	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	PFKFB2	Enzymes, Metabolic proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.665	4.23e-02	yes	0.652	no	no	no	not tested	not an approved target	Uncertain	1.426	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
130	Atrial fibrillation	Cardiovascular	Density-regulated protein	DENR	Essential proteins, Plasma proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.234	2.26e-03	yes	0.378	no	no	no	not tested	not an approved target	Uncertain	1.407	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
131	Type 2 diabetes	Metabolic	Phosphofurin acidic cluster sorting protein 2	PACS2	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.387	3.85e-02	yes	0.615	no	no	no	not tested	not an approved target	Uncertain	1.398	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
132	Heart failure	Cardiovascular	Glutathione S-transferase Mu 4	GSTM4	Enzymes, Metabolic proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.044	4.42e-02	yes	0.623	no	no	no	not tested	not an approved target	Uncertain	1.393	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
133	Hypertension	Cardiovascular	Pro-adrenomedullin	ADM	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.07	1.74e-03	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.385	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
134	Hypertension	Cardiovascular	Myeloperoxidase	MPO	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.072	1.25e-02	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.381	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
135	Heart failure	Cardiovascular	Ras-related protein Rab-44	RAB44	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.939	1.74e-02	yes	NA	no	no	no	not tested	not an approved target	Uncertain	1.352	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
136	Coronary heart disease	Cardiovascular	Vascular non-inflammatory molecule 2	VNN2	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.045	2.99e-03	yes	NA	no	no	no	not tested	not an approved target	Low-moderate	1.338	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
137	Glaucoma	Neuro/Aging	Cysteine-rich secretory protein 3	CRISP3	Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.32	3.79e-03	yes	NA	no	no	no	not tested	not an approved target	Low-moderate	1.318	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
138	Coronary heart disease	Cardiovascular	Tubulin polymerization-promoting protein family member 3	TPPP3	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.823	4.76e-02	yes	0.547	no	no	no	not tested	not an approved target	Uncertain	1.312	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
139	Hypertension	Cardiovascular	Synaptic vesicle membrane protein VAT-1 homolog	VAT1	Plasma proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.069	1.69e-02	yes	0.424	no	no	no	not tested	not an approved target	Uncertain	1.279	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
140	Hypertension	Cardiovascular	ADAMTS-like protein 4	ADAMTSL4	Disease related genes, Human disease related genes, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.065	1.02e-02	yes	0.017	no	no	no	not tested	not an approved target	Low-moderate	1.249	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
141	Hypertension	Cardiovascular	Low-density lipoprotein receptor	LDLR	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.713	9.04e-03	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.242	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
142	Type 2 diabetes	Metabolic	Bone morphogenetic protein 6	BMP6	Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.826	1.25e-02	yes	NA	no	no	no	not tested	not an approved target	Low-moderate	1.214	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
143	Coronary heart disease	Cardiovascular	Sortilin	SORT1	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.714	1.29e-02	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.211	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
144	Obesity	Metabolic	Growth/differentiation factor 15	GDF15	Cancer-related genes, Disease related genes, Plasma proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.842	1.80e-02	yes	0.004	no	no	no	not tested	not an approved target	Low-moderate	1.186	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
145	Coronary heart disease	Cardiovascular	Low-density lipoprotein receptor	LDLR	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.643	2.06e-02	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.17	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
146	Dementia	Neuro/Aging	Transcription factor RelB	RELB	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.371	4.97e-04	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.161	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
147	Coronary heart disease	Cardiovascular	Serine/threonine-protein kinase STK11	STK11	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.109	1.36e-02	yes	0.286	no	no	no	not tested	not an approved target	Uncertain	1.159	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
