Rank	Disease	Category	Protein	Gene	Protein_class	Immune_class	Plasma_detectability	PIRS_coefficient	PIRS_direction	CV_stability	Sensitivity_contrib	Specificity_contrib	AUROC_contrib	MR_OR	MR_FDR	MR_support	Coloc_PP_H4	Coloc_support	pQTL_support	Protein_level_causal	Replication	Known_drug_status	Druggability	Novelty_score_PINS	Novelty_tier	Novelty_tier_label	Causal_predictive_concordance	Therapeutic_direction	Biomarker_or_target	Best_figure_panel	Best_validation_experiment	Final_recommendation
681	Lichen ruber planus, wide definition including periferal and oral lichen planus	Gastrointestinal	Interleukin-18 receptor 1	IL18R1	CD markers, Enzymes, Plasma proteins, Predicted membrane proteins	Cytokine/Interleukin	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.81	4.96e-02	yes	0.002	no	no	no	not tested	not an approved target	Low-moderate	2.097	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
682	Coagulation defects, purpura and other haemorrhagic conditions	Haematological/Immune	Sodium/potassium-transporting ATPase subunit beta-1	ATP1B1	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.755	6.66e-07	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	2.069	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
683	Dementia in Alzheimer disease	Neurological/Psychiatric	Testis-expressed protein 101	TEX101	Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.465	1.03e-02	yes	0.0	no	no	no	not tested	not an approved target	Moderate	2.064	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
684	Autoimmune diseases	Haematological/Immune	Complement C5	C5	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.958	1.93e-03	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	2.043	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
685	Dermatitis and eczema	Dermatological	Protein kinase C theta type	PRKCQ	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.831	1.31e-02	yes	0.0	no	no	no	not tested	not an approved target	Moderate	2.043	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
686	Coxarthrosis	Musculoskeletal	CCAAT/enhancer-binding protein beta	CEBPB	Predicted intracellular proteins, Transcription factors	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.36	3.16e-02	yes	0.739	no	no	no	not tested	not an approved target	Uncertain	2.039	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
687	Nasal polyp	Respiratory	Tumor necrosis factor receptor superfamily member 4	TNFRSF4	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Immune checkpoint	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.743	4.53e-02	yes	0.416	no	no	no	not tested	not an approved target	Low-moderate	2.018	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
688	Type 2 diabetes, definitions combined	Metabolic/Endocrine	Caspase-3	CASP3	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.085	1.98e-02	yes	0.0	no	no	no	not tested	not an approved target	Moderate	2.007	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
689	Chronic lower respiratory diseases	Respiratory	Programmed cell death 1 ligand 1	CD274	Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Immune checkpoint	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.165	3.06e-03	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	2.003	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
690	Lichen ruber planus, wide definition including periferal and oral lichen planus	Gastrointestinal	Probable serine carboxypeptidase CPVL	CPVL	Enzymes, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.876	1.22e-02	yes	0.612	no	no	no	not tested	not an approved target	Uncertain	1.995	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
691	Autoimmune diseases excluding thyroid diseases	Haematological/Immune	Complement C5	C5	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.949	3.39e-03	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	1.994	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
692	Cholelithiasis	Gastrointestinal	Proteinase-activated receptor 1	F2R	FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.108	3.66e-03	yes	0.006	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	1.993	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
693	Hypothyroidism, strict autoimmune	Metabolic/Endocrine	Myosin light chain 6B	MYL6B	Plasma proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.799	4.15e-03	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.976	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
694	Alzheimer’s disease (Late onset) (more control exclusions)	Neurological/Psychiatric	Testis-expressed protein 101	TEX101	Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.417	3.63e-02	yes	0.0	no	no	no	not tested	not an approved target	Moderate	1.955	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
695	Atrophic disorders of skin	Dermatological	Sphingomyelin phosphodiesterase 3	SMPD3	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	2.145	1.33e-02	yes	0.732	no	no	no	not tested	not an approved target	Low-moderate	1.941	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
696	Arthrosis	Musculoskeletal	CCAAT/enhancer-binding protein beta	CEBPB	Predicted intracellular proteins, Transcription factors	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.218	1.77e-02	yes	0.587	no	no	no	not tested	not an approved target	Uncertain	1.937	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
697	Hypertension	Cardiovascular	Clathrin interactor 1	CLINT1	Plasma proteins, Predicted intracellular proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.437	7.20e-03	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.929	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
698	Sarcoidosis	Haematological/Immune	Annexin A11	ANXA11	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.725	7.79e-03	yes	0.0	no	no	no	not covered	not an approved target	Uncertain	1.922	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
699	Pollen allergy	Respiratory	Interleukin-4 receptor subunit alpha	IL4R	Cancer-related genes, CD markers, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.744	1.90e-02	yes	0.075	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	1.919	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
700	Gout	Musculoskeletal	Osteopontin	SPP1	Cancer-related genes, Plasma proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.214	3.84e-06	yes	0.0	no	no	no	replicated (FinnGen + UK Biobank)	not an approved target	Low-moderate	1.917	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
701	Hypertension, essential	Cardiovascular	Tumor necrosis factor receptor superfamily member 16	NGFR	Cancer-related genes, CD markers, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins, Transporters	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.646	1.22e-03	yes	0.001	no	no	no	not tested	not an approved target	Low-moderate	1.917	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
702	Asthma/COPD (KELA code 203)	Respiratory	Programmed cell death 1 ligand 1	CD274	Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Immune checkpoint	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.188	9.63e-03	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	1.903	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
703	Malignant neoplasm of skin, excluding all cancers (controls excluding all cancers)	Neoplasm	Paired immunoglobulin-like type 2 receptor beta	PILRB	Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.949	5.87e-03	yes	0.616	no	no	no	not tested	not an approved target	Low-moderate	1.896	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
704	Gonarthrosis	Musculoskeletal	Transforming acidic coiled-coil-containing protein 3	TACC3	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.076	1.05e-07	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.895	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
705	Ischaemic heart disease, wide definition	Cardiovascular	Sortilin	SORT1	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.687	1.69e-03	yes	0.0	no	no	no	replicated (FinnGen + UK Biobank)	not an approved target	Low-moderate	1.888	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
706	Coronary atherosclerosis	Cardiovascular	Sortilin	SORT1	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.657	2.01e-03	yes	0.0	no	no	no	replicated (FinnGen + UK Biobank)	not an approved target	Low-moderate	1.873	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
707	Type 2 diabetes, wide definition	Metabolic/Endocrine	Aminopeptidase N	ANPEP	CD markers, Enzymes, Metabolic proteins, Plasma proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.049	2.15e-03	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.867	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
708	Infective dermatitis	Dermatological	Interleukin-7 receptor subunit alpha	IL7R	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Cytokine/Interleukin	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.37	4.44e-02	yes	0.763	no	no	no	not tested	not an approved target	Low-moderate	1.867	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
709	Type 2 diabetes, definitions combined	Metabolic/Endocrine	Protein sprouty homolog 2	SPRY2	Disease related genes, Plasma proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.335	7.19e-06	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.862	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
710	Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)	Neoplasm	Paired immunoglobulin-like type 2 receptor beta	PILRB	Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.946	9.04e-03	yes	0.62	no	no	no	not tested	not an approved target	Low-moderate	1.862	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
711	Cardiomyopathy (excluding other)	Cardiovascular	BAG family molecular chaperone regulator 3	BAG3	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.443	1.82e-07	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.848	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
712	Primary open-angle glaucoma, strict	Ophthalmological	Annexin A11	ANXA11	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.258	1.88e-02	yes	0.002	no	no	no	not tested	not an approved target	Uncertain	1.847	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
713	Metabolic disorders	Metabolic/Endocrine	Sortilin	SORT1	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.711	2.89e-03	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.841	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
714	Antihypertensive medication - note that there are other indications	Medication/Other	Clathrin interactor 1	CLINT1	Plasma proteins, Predicted intracellular proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.384	2.00e-02	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.84	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
715	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	Gastrointestinal	Interleukin-24	IL24	Cancer-related genes, Predicted intracellular proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.764	2.95e-03	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.839	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
716	Macular pucker	Ophthalmological	Protein numb homolog	NUMB	Cancer-related genes, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.54	1.04e-02	yes	0.443	no	no	no	not tested	not an approved target	Uncertain	1.839	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
717	Calcific aortic valvular stenosis, operated	Cardiovascular	Interleukin-6	IL6	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.473	2.02e-02	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	1.839	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
718	Hernia of abdominal wall	Gastrointestinal	Matrix remodeling-associated protein 8	MXRA8	Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.895	5.44e-03	yes	0.046	no	no	no	not tested	not an approved target	Low-moderate	1.833	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
719	Hallux valgus (acquired)	Musculoskeletal	Microtubule-associated proteins 1A/1B light chain 3A	MAP1LC3A	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.894	2.45e-02	yes	0.0	no	no	no	replicated (FinnGen + UK Biobank)	not an approved target	Uncertain	1.822	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
720	Other heart diseases	Cardiovascular	Huntingtin-interacting protein 1-related protein	HIP1R	Cancer-related genes, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.387	1.28e-02	yes	0.431	no	no	no	not tested	not an approved target	Uncertain	1.81	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
