gene_symbol	disease	immune_class	OR	FDR	PP_H4	pqtl_OR	pqtl_p	pqtl_PPH4	two_population_validated	druggability	fda_target	category_label	tier	action	novelty_priority
NGFR	Hypertension, essential	Immune-cell-enriched	0.6456531473473878	0.0012160800481959	0.0010063525429081				False	1	0	novel nomination	4	agonise / replace	2.0840139199000456
BAG3	AV-block	Immune-cell-enriched	1.6971128822782446	0.001248161431489	0.9521323587218392				False	0	0	NOVEL colocalized	3	block / antagonise	2.032878206993759
PFKFB2	Atrial fibrillation and flutter	Immune-cell-enriched	0.5606971049270295	0.0053196387007711	0.9898981604038328				False	0	0	NOVEL colocalized	3	agonise / replace	1.9447217330271476
SORT1	Coronary revascularization (ANGIO or CABG)	Immune-cell-enriched	0.5705771253011597	0.0061204152343437	2.35899084090847e-19	1.139014085955021	0.2186654280640427	0.0518054063533759	False	1	0	novel nomination	4	agonise / replace	1.942643822503348
SORT1	Coronary artery bypass grafting	Immune-cell-enriched	0.4620494013684569	0.0071504895357433	1.9152936557165172e-14	1.1534562091107003	0.332241414985623	0.0410657666225646	False	1	0	novel nomination	4	agonise / replace	1.929132844915488
CLINT1	Hypertension	Immune-cell-enriched	1.4368403263327851	0.0071983064086892	7.271173208394247e-12	0.909033969301746	0.0399658299390313	0.0106082016775002	False	0	0	novel nomination	4	block / antagonise	1.9285539341621012
SORT1	Angina pectoris	Immune-cell-enriched	0.6372925548528046	0.0075545122098054	6.511885222499351e-12	0.9789270479019756	0.8047093706426243	0.0179665554908041	False	1	0	novel nomination	4	agonise / replace	1.9243587145158187
MYL4	Heart failure and bmi 25plus	Immune-cell-enriched	2.9179113569125024	0.0106536208287456	0.9656600856619112				False	0	0	NOVEL colocalized	3	block / antagonise	1.860160638497733
BAG3	Cardiomyopathy (excluding other)	Immune-cell-enriched	0.4429542852748784	1.8246746131490014e-07	2.474769062440965e-05				False	0	0	novel nomination	4	agonise / replace	1.8477876617472573
PFKFB2	Hypertension	Immune-cell-enriched	0.7249380606905292	0.0130302153620398	0.9681097271726352				False	0	0	NOVEL colocalized	3	agonise / replace	1.8451194084234788
NGFR	Angina pectoris	Immune-cell-enriched	0.5781867432663332	0.0355533945245718	0.0466774453797555				False	1	0	novel nomination	4	agonise / replace	1.83650123096063
CD14	Atrial fibrillation and flutter with reimbursement	HLA/Antigen presentation	0.8576121529811545	0.0248281168920311	0.0076694305401709				False	1	0	novel nomination	4	agonise / replace	1.828680674260456
HIP1R	Other heart diseases	Immune-cell-enriched	1.3865229213003314	0.0128274321016065	0.4313152796286673				False	0	0	novel nomination	4	block / antagonise	1.809687334725033
LRP1	Coronary revascularization (ANGIO or CABG)	Immune-cell-enriched	0.4677733958587233	0.0457452311344113	0.0325759439410242	0.7420419966169249	0.1435244891878229	0.038630353289471	False	1	0	novel nomination	4	agonise / replace	1.800506778686587
PFKFB2	Atrial fibrillation and flutter with reimbursement	Immune-cell-enriched	0.5374440778056331	0.0276262378130988	0.9745772955749294				False	0	0	NOVEL colocalized	3	agonise / replace	1.786312946374902
NGFR	Statin medication	Immune-cell-enriched	0.7145084950004194	0.0398931312288856	1.6556606053468542e-08				False	1	0	novel nomination	4	agonise / replace	1.7798203914352415
DENR	Atrial fibrillation and flutter	Immune-cell-enriched	1.2341789500838978	0.018103268847992	0.3777568615216816				False	0	0	novel nomination	4	block / antagonise	1.7262054613051123
BAG3	Nonischemic cardiomyopathy	Immune-cell-enriched	0.2955421214953768	1.0428430609817676e-06	1.8196470480163864e-06				False	0	0	novel nomination	4	agonise / replace	1.6963580285040116
GSTM4	Statin medication	Immune-cell-enriched	0.9544916234475492	1.191629501667542e-06	1.968042950833623e-161				False	0	0	novel nomination	4	agonise / replace	1.6847717506629298
SLC16A1	Cardiovascular diseases (excluding rheumatic etc)	Immune-cell-enriched	0.8192841215852463	0.0019736191419492	9.213959790063976e-07				False	1	0	novel nomination	4	agonise / replace	1.5409482516591693
CDKN1A	Heart failure, strict	Immune-cell-enriched	1.4800683450158931	3.2219598714041936e-13					False	0	0	MHC-caution	4	block / antagonise	1.5
BAG3	Cardiomyopathy	Immune-cell-enriched	0.545339782329416	1.688212614285842e-05	0.0006738098992441				False	0	0	novel nomination	4	agonise / replace	1.4551883817024098
LDLR	Cardiovascular diseases (excluding rheumatic etc)	Immune-cell-enriched	0.6805328377717323	0.0067137921202107	1.3172169186000514e-10	0.9750250992538356	0.6042941607273598	0.0131887312448844	False	1	0	novel nomination	4	agonise / replace	1.434606422128026
ADAM15	Atrial fibrillation and flutter	Immune-cell-enriched	0.9299855235794624	0.0077113503919655	1.983331869769996e-43				False	1	0	novel nomination	4	agonise / replace	1.4225739125499732
SLC16A1	Hypertension	Immune-cell-enriched	0.8276151343209475	0.0087770309363827	7.2159701308618565e-50				False	1	0	novel nomination	4	agonise / replace	1.4113304741767707
DENR	Other heart diseases	Immune-cell-enriched	1.1675359119200612	0.0363097730735885	0.1103393083786972				False	0	0	novel nomination	4	block / antagonise	1.398334601439392
PINLYP	Statin medication	Immune-cell-enriched	1.154395322330503	0.0177925327260917	8.576566256438581e-48				False	1	0	novel nomination	4	block / antagonise	1.349952445339095
TSPAN15	Phlebitis and thrombophlebitis (not including DVT)	Immune-cell-enriched	0.717098904281054	0.0252442630349374	8.23564727869921e-08				False	1	0	novel nomination	4	agonise / replace	1.3195675430168925
LDLR	Diseases of arteries, arterioles and capillaries (FINNGEN)	Immune-cell-enriched	0.470878493790428	0.0438072928709407	3.1129613173845266e-06	0.925961572033838	0.4738312884109277	0.112489243331552	False	1	0	novel nomination	4	agonise / replace	1.2716938297191458
MYL4	Hypertension, essential	Immune-cell-enriched	1.702015860178143	0.0085957212452735	4.14871925827302e-06				False	0	0	novel nomination	4	block / antagonise	0.913147684098106
MYL4	Hypertension	Immune-cell-enriched	1.6566342513940038	0.0088542867957432	4.136818779541329e-06				False	0	0	novel nomination	4	block / antagonise	0.9105734198320818
MYL4	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Immune-cell-enriched	0.574624202815094	0.034868725509922	0.0001562206873131				False	0	0	novel nomination	4	agonise / replace	0.79166900594182
CDKN1A	Other arrhythmias	Immune-cell-enriched	1.317916458874247	1.772190044400428e-06					False	0	0	MHC-caution	4	block / antagonise	0.6502979415000816
CDKN1A	Heart failure and bmi 25plus	Immune-cell-enriched	1.4511852581642026	4.872203975459481e-06					False	0	0	MHC-caution	4	block / antagonise	0.5624549076398084
CDKN1A	Non-ischemic cardiomyopathy	Immune-cell-enriched	1.533372103643189	1.3667004360424985e-05					False	0	0	MHC-caution	4	block / antagonise	0.4728653334040253
CDKN1A	Atrial fibrillation and flutter	Immune-cell-enriched	1.3317000490958273	1.937095211509674e-05					False	0	0	MHC-caution	4	block / antagonise	0.4425698064894208
CDKN1A	Ischaemic heart disease, wide definition	Immune-cell-enriched	1.1650943340111533	0.0195008098321893					True	0	0	MHC-caution	3	block / antagonise	0.3419894705649513
CDKN1A	Atrial fibrillation and flutter with reimbursement	Immune-cell-enriched	1.3665542028025504	0.0002188610529453					False	0	0	MHC-caution	4	block / antagonise	0.2319663031417342
CDKN1A	Nonischemic cardiomyopathy	Immune-cell-enriched	2.6368864575668494	0.0002892979933419					False	0	0	MHC-caution	4	block / antagonise	0.2077309157478053
CDKN1A	Cardiomyopathy	Immune-cell-enriched	1.654907097098001	0.0003974913250359					False	0	0	MHC-caution	4	block / antagonise	0.1801344690141562
CDKN1A	Cardiomyopathy (excluding other)	Immune-cell-enriched	1.7512328442153282	0.0021003335919416					False	0	0	MHC-caution	4	block / antagonise	0.0355423443262106
CDKN1A	Atherosclerosis, excluding cerebral and coronary sclerosis	Immune-cell-enriched	1.3451179165730525	0.0030489026101652					False	0	0	MHC-caution	4	block / antagonise	0.0031712895804076
CDKN1A	Coronary atherosclerosis	Immune-cell-enriched	1.2081661308661045	0.0037354379339553					False	0	0	MHC-caution	4	block / antagonise	-0.0144683049599187
CDKN1A	Heart failure and coronary heart disease	Immune-cell-enriched	1.377208367533305	0.0052229308906952					False	0	0	MHC-caution	4	block / antagonise	-0.043582855866679
CDKN1A	Angina pectoris	Immune-cell-enriched	1.2277158834934194	0.0104119402237655					False	0	0	MHC-caution	4	block / antagonise	-0.1035063332212216
VNN2	Major coronary heart disease event	Immune-cell-enriched	1.0454011597851285	0.024087697510785					False	1	0	MHC-caution	4	block / antagonise	-0.1763590577485181
CDKN1A	Hard cardiovascular diseases	Immune-cell-enriched	1.1586603275289018	0.0369902020438578					False	0	0	MHC-caution	4	block / antagonise	-0.2136173406955896
CDKN1A	Coronary revascularization (ANGIO or CABG)	Immune-cell-enriched	1.2606050353744231	0.0425234350718948					False	0	0	MHC-caution	4	block / antagonise	-0.2257256679741632
CDKN1A	Other heart diseases	Immune-cell-enriched	1.168469082196994	0.0450351695696089					False	0	0	MHC-caution	4	block / antagonise	-0.2307103604638372
IGF2R	Statin medication	Immune-cell-enriched	0.7504452690557104	0.0042793070417173		0.9867258990393916	0.150138158849667	5.01424770196496e-77	False	1	0	MHC-caution	4	agonise / replace	-0.5262746896753607
IGF2R	Coronary artery bypass grafting	Immune-cell-enriched	0.4716804886039671	0.0111265173394975		0.957188435657598	0.0890559990884554	1.6876068616709168e-51	False	1	0	MHC-caution	4	agonise / replace	-0.6092718498134952
